selection_scope,repeat,model,target,best_params_json,optimization_mean_MAE,MAE,RMSE,R2,MedAE,Q90_AE,Q95_AE,Max_AE,n_samples
frozen_training_partition_only,2,RandomForest,HOMO,"{""max_depth"": 18, ""max_features"": null, ""min_samples_leaf"": 3, ""min_samples_split"": 2, ""n_estimators"": 883}",0.09212888222683982,0.07091894843594407,0.104709927807978,0.8896591046703527,0.04741214073074751,0.1741027117977064,0.2555662647718254,0.31435667593336714,45
frozen_training_partition_only,3,RandomForest,HOMO,"{""max_depth"": 18, ""max_features"": null, ""min_samples_leaf"": 3, ""min_samples_split"": 2, ""n_estimators"": 883}",0.09212888222683982,0.07272941906587996,0.10653205401064023,0.9030806753656653,0.03985126925391569,0.20299726237334004,0.2660333355033553,0.2895853063817162,45
frozen_training_partition_only,4,RandomForest,HOMO,"{""max_depth"": 18, ""max_features"": null, ""min_samples_leaf"": 3, ""min_samples_split"": 2, ""n_estimators"": 883}",0.09212888222683982,0.12045079948077607,0.19492545267810327,0.8156580498969872,0.0596379183908482,0.23753508874370352,0.3231227930749733,0.8337419518052673,45
frozen_training_partition_only,5,RandomForest,HOMO,"{""max_depth"": 18, ""max_features"": null, ""min_samples_leaf"": 3, ""min_samples_split"": 2, ""n_estimators"": 883}",0.09212888222683982,0.0928598906650995,0.13387234428662087,0.8876182500937811,0.05578565792398926,0.22054800439748115,0.33311547368409195,0.39767818705239666,45
frozen_training_partition_only,1,XGBoost,HOMO,"{""colsample_bytree"": 0.77047753309585, ""gamma"": 6.49951286212764e-05, ""learning_rate"": 0.03414819733643397, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 534, ""reg_alpha"": 8.729350985474353e-05, ""reg_lambda"": 1.7950672180441678e-05, ""subsample"": 0.8066576753276967}",0.09169839784335673,0.1065293610087077,0.1464972059589838,0.8451059470558903,0.06768338241577077,0.2604970461090091,0.2951636338256833,0.48438420445251396,45
frozen_training_partition_only,2,XGBoost,HOMO,"{""colsample_bytree"": 0.77047753309585, ""gamma"": 6.49951286212764e-05, ""learning_rate"": 0.03414819733643397, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 534, ""reg_alpha"": 8.729350985474353e-05, ""reg_lambda"": 1.7950672180441678e-05, ""subsample"": 0.8066576753276967}",0.09169839784335673,0.08387200820617689,0.1206357787063834,0.8535420175617365,0.05750289854431223,0.18736055610351543,0.30177080944213797,0.3365561116180418,45
frozen_training_partition_only,3,XGBoost,HOMO,"{""colsample_bytree"": 0.77047753309585, ""gamma"": 6.49951286212764e-05, ""learning_rate"": 0.03414819733643397, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 534, ""reg_alpha"": 8.729350985474353e-05, ""reg_lambda"": 1.7950672180441678e-05, ""subsample"": 0.8066576753276967}",0.09169839784335673,0.06790126392076296,0.09987515457012394,0.9148146902576397,0.03723150025940036,0.17918491120910718,0.22232026063537622,0.3315091018829355,45
frozen_training_partition_only,4,XGBoost,HOMO,"{""colsample_bytree"": 0.77047753309585, ""gamma"": 6.49951286212764e-05, ""learning_rate"": 0.03414819733643397, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 534, ""reg_alpha"": 8.729350985474353e-05, ""reg_lambda"": 1.7950672180441678e-05, ""subsample"": 0.8066576753276967}",0.09169839784335673,0.11036167727491594,0.17336349841436755,0.8541849338668768,0.06614846638488725,0.27629928380737334,0.3704379969299311,0.6226922431335442,45
frozen_training_partition_only,5,XGBoost,HOMO,"{""colsample_bytree"": 0.77047753309585, ""gamma"": 6.49951286212764e-05, ""learning_rate"": 0.03414819733643397, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 534, ""reg_alpha"": 8.729350985474353e-05, ""reg_lambda"": 1.7950672180441678e-05, ""subsample"": 0.8066576753276967}",0.09169839784335673,0.08982767880622024,0.1272475940957963,0.8984655986149465,0.05704006286621066,0.20700999592895572,0.30575853009033127,0.3746552807006829,45
frozen_training_partition_only,1,LinearRegression,LUMO,{},0.1630545607037088,0.17382217136056685,0.3042341806051783,0.815983008492839,0.1327976176364224,0.2914049444941869,0.4111858863428414,1.688210041651189,45
frozen_training_partition_only,2,LinearRegression,LUMO,{},0.1630545607037088,0.1611621853023856,0.3038699512387004,0.7996687207944757,0.09214304421742847,0.3225792283069977,0.43145130638160983,1.6626026162524754,45
frozen_training_partition_only,3,LinearRegression,LUMO,{},0.1630545607037088,0.16815002651615765,0.22431825383033155,0.8669602542836534,0.11665430113449005,0.35800757273963046,0.4674824509962747,0.6886200893211343,45
frozen_training_partition_only,4,LinearRegression,LUMO,{},0.1630545607037088,0.1615799229959682,0.21515496236789047,0.9148327887793452,0.10547208487045545,0.3538599320653429,0.3939942584706914,0.7268305815010528,45
frozen_training_partition_only,5,LinearRegression,LUMO,{},0.1630545607037088,0.15055849734346557,0.19864005417340977,0.9075766625090987,0.12451223751322149,0.3399479538622429,0.3843786705155408,0.5065230996809369,45
frozen_training_partition_only,1,Ridge,LUMO,"{""alpha"": 273.77653285195896}",0.1344832102550651,0.13486311917438784,0.2804158956846321,0.8436682561193168,0.0858842272347975,0.2655992550866426,0.2811805092725058,1.6750521289614548,45
