evaluation_type,split_type,model,target,unit,holdout_MAE,holdout_RMSE,holdout_R2,holdout_MedAE,holdout_Q90_AE,holdout_Q95_AE,holdout_Max_AE,holdout_n_samples,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,cv_medae_mean,cv_q90ae_mean,cv_q95ae_mean,n_outer_folds
holdout_test,frozen_within_group_holdout,RandomForest,HOMO,eV,0.10504794942440962,0.14681576088695028,0.9039624335543214,0.06760780741607686,0.23742102500356824,0.30607044639688014,0.4624123668901241,53,0.09910654288852519,0.010233081846688391,0.14482896855128813,0.017705725050300193,0.8336430361781714,0.06362979881568595,0.06401204755558539,0.22964902753158997,0.28744346284761235,10
holdout_test,frozen_within_group_holdout,RandomForest,LUMO,eV,0.13664689795613505,0.19248711882290592,0.9275440308354207,0.08321096727328525,0.3327366947129138,0.4284898263866071,0.5140279613541269,53,0.12262515100135096,0.022292117860953996,0.27026681504646544,0.12758230176429694,0.8510832756203272,0.1061187527776439,0.06453344030344896,0.24163374358467596,0.33785604206913117,10
holdout_test,frozen_within_group_holdout,RandomForest,Final Energy,Eh,1150.5803867817476,2184.836684301435,0.7304655526020962,352.96909093874865,4159.151214258812,5609.4838130877515,7344.337052408739,53,1034.5859799503728,176.8859189775824,1797.038502922914,357.5794691801347,0.8336266648218766,0.06481043169483573,434.60187297006985,2804.1063602268628,4529.649760240381,10
