outer_fold,repeat_id,split_id,model,target,MAE,RMSE,R2,MedAE,Q90_AE,Q95_AE,Max_AE,n_samples,best_params_json,best_inner_score,energy_target_mode,weight_scheme
1,1,1,XGBoost,Final Energy,2601.371500211553,4156.880634905624,-1.086275537896631,818.0175347283613,7856.2370634771905,9568.71757226594,11282.725555070725,46,"{""n_estimators"": 890, ""max_depth"": 5, ""learning_rate"": 0.014148869890412582, ""subsample"": 0.7672988247530964, ""colsample_bytree"": 0.8911603606897315, ""min_child_weight"": 1, ""reg_alpha"": 6.285710186924915e-08, ""reg_lambda"": 0.01685887691565151, ""gamma"": 0.00043047060754123386}",1493.5630501683318,delta_energy,none
1,1,1,XGBoost,delta_energy,2601.371500211553,4156.880634905624,-1.1222209762517479,818.0175347283614,7856.237063477189,9568.71757226594,11282.725555070725,46,"{""n_estimators"": 890, ""max_depth"": 5, ""learning_rate"": 0.014148869890412582, ""subsample"": 0.7672988247530964, ""colsample_bytree"": 0.8911603606897315, ""min_child_weight"": 1, ""reg_alpha"": 6.285710186924915e-08, ""reg_lambda"": 0.01685887691565151, ""gamma"": 0.00043047060754123386}",1493.5630501683318,delta_energy,none
1,1,1,XGBoost,Final Energy,2699.420126437125,4217.80640659669,-1.1478791508245254,921.9592366428737,8275.66337300714,9679.046527213526,10931.74728358635,46,"{""n_estimators"": 1288, ""max_depth"": 5, ""learning_rate"": 0.0032366770421826015, ""subsample"": 0.7897862016101551, ""colsample_bytree"": 0.7423236733859693, ""min_child_weight"": 1, ""reg_alpha"": 0.00042653427412497804, ""reg_lambda"": 0.03669175988044985, ""gamma"": 0.16266976356372015}",2814.27135611009,delta_energy,soft
1,1,1,XGBoost,delta_energy,2699.420126437125,4217.80640659669,-1.1848859872695536,921.9592366428735,8275.66337300714,9679.046527213526,10931.74728358635,46,"{""n_estimators"": 1288, ""max_depth"": 5, ""learning_rate"": 0.0032366770421826015, ""subsample"": 0.7897862016101551, ""colsample_bytree"": 0.7423236733859693, ""min_child_weight"": 1, ""reg_alpha"": 0.00042653427412497804, ""reg_lambda"": 0.03669175988044985, ""gamma"": 0.16266976356372015}",2814.27135611009,delta_energy,soft
1,1,1,XGBoost,Final Energy,2623.805177691084,4084.0973055301965,-1.0138574209911289,950.6642347617053,7510.795047029967,9424.811297721339,10932.1706234301,46,"{""n_estimators"": 528, ""max_depth"": 6, ""learning_rate"": 0.010301005873633227, ""subsample"": 0.7001378266562646, ""colsample_bytree"": 0.7507915892739925, ""min_child_weight"": 1, ""reg_alpha"": 9.897550136669793e-05, ""reg_lambda"": 0.017479683541292257, ""gamma"": 6.704902821234254e-06}",2893.7161032081412,delta_energy,robust
1,1,1,XGBoost,delta_energy,2623.805177691084,4084.0973055301965,-1.0485551329986298,950.6642347617053,7510.7950470299675,9424.811297721339,10932.1706234301,46,"{""n_estimators"": 528, ""max_depth"": 6, ""learning_rate"": 0.010301005873633227, ""subsample"": 0.7001378266562646, ""colsample_bytree"": 0.7507915892739925, ""min_child_weight"": 1, ""reg_alpha"": 9.897550136669793e-05, ""reg_lambda"": 0.017479683541292257, ""gamma"": 6.704902821234254e-06}",2893.7161032081412,delta_energy,robust
1,1,1,LinearRegression,Final Energy,2406.0264512730205,3607.366472258435,-0.571147964641594,1869.1063559026798,4277.121553468129,8860.12082719509,12567.108779864375,46,{},2520.898779833259,final_energy_direct,none
1,1,1,LinearRegression,final_energy_direct,2406.0264512730205,3607.366472258435,-0.571147964641594,1869.1063559026798,4277.121553468129,8860.12082719509,12567.108779864375,46,{},2520.898779833259,final_energy_direct,none
1,1,1,Ridge,Final Energy,2056.792130084191,3147.9894439844884,-0.19647352411390062,1500.9020762513524,2975.991737497773,8538.169244858482,10781.283625648866,46,"{""alpha"": 1.5638075147396984}",2391.8026269249385,final_energy_direct,none
1,1,1,Ridge,final_energy_direct,2056.792130084191,3147.9894439844884,-0.19647352411390062,1500.9020762513524,2975.991737497773,8538.169244858482,10781.283625648866,46,"{""alpha"": 1.5638075147396984}",2391.8026269249385,final_energy_direct,none
1,1,1,ElasticNet,Final Energy,1950.8955087568786,3071.8642492769377,-0.13930655811897696,1355.943209802128,2927.861367969049,8139.497933448109,10751.214870397656,46,"{""alpha"": 0.00767999615878839, ""l1_ratio"": 0.44852467215518427}",2395.627955340801,final_energy_direct,none
1,1,1,ElasticNet,final_energy_direct,1950.8955087568786,3071.8642492769377,-0.13930655811897696,1355.943209802128,2927.861367969049,8139.497933448109,10751.214870397656,46,"{""alpha"": 0.00767999615878839, ""l1_ratio"": 0.44852467215518427}",2395.627955340801,final_energy_direct,none
1,1,1,KernelRidge,Final Energy,1634.5936431463022,3042.7188195150325,-0.11778994698152445,852.5860184824879,3220.111507360995,7983.184493295163,11835.281090489942,46,"{""alpha"": 0.029577763141305474, ""gamma"": 0.0062140965273205775}",1836.4634457040506,final_energy_direct,none
1,1,1,KernelRidge,final_energy_direct,1634.5936431463022,3042.7188195150325,-0.11778994698152445,852.5860184824879,3220.111507360995,7983.184493295163,11835.281090489942,46,"{""alpha"": 0.029577763141305474, ""gamma"": 0.0062140965273205775}",1836.4634457040506,final_energy_direct,none
1,1,1,RandomForest,Final Energy,2107.4158579521522,3410.4622643852626,-0.4043102159896719,665.4748959426536,4741.489348148269,8832.552682543712,10112.679242290924,46,"{""n_estimators"": 336, ""max_depth"": 16, ""min_samples_split"": 4, ""min_samples_leaf"": 1, ""max_features"": null}",2181.7885192218228,final_energy_direct,none
1,1,1,RandomForest,final_energy_direct,2107.4158579521522,3410.4622643852626,-0.4043102159896719,665.4748959426536,4741.489348148269,8832.552682543712,10112.679242290924,46,"{""n_estimators"": 336, ""max_depth"": 16, ""min_samples_split"": 4, ""min_samples_leaf"": 1, ""max_features"": null}",2181.7885192218228,final_energy_direct,none
1,1,1,RandomForest,Final Energy,2134.321112942167,3462.8577521403536,-0.44779096437456056,741.9957777248878,5089.213914906323,8966.85806675151,10138.277514870904,46,"{""n_estimators"": 995, ""max_depth"": 16, ""min_samples_split"": 3, ""min_samples_leaf"": 1, ""max_features"": null}",2335.2537686535115,final_energy_direct,soft
1,1,1,RandomForest,final_energy_direct,2134.321112942167,3462.8577521403536,-0.44779096437456056,741.9957777248878,5089.213914906323,8966.85806675151,10138.277514870904,46,"{""n_estimators"": 995, ""max_depth"": 16, ""min_samples_split"": 3, ""min_samples_leaf"": 1, ""max_features"": null}",2335.2537686535115,final_energy_direct,soft
